order_id,order_date,order_time,city,zone,rider_id,vehicle_type,order_type,distance_km,promised_delivery_mins,actual_delivery_mins,delay_mins,delivery_status,weather_condition,order_value_inr,delivery_attempts,rider_experience_yrs,rider_rating,gps_latitude,gps_longitude,city_cleaned,vehicle_type_cleaned,actual_delivery_mins_cleaned,zone_cleaned,order_time_dt,hour
ORD001198,2024-06-24,12:43,Delhi,South,RID0097,van,Medicine,13.75,45,27.3,-17.7,On-Time,Clear,600.91,1,2.5,4.1,18.4996,84.7568,Delhi,Van,27.3,South,1900-01-01 12:43:00,12
ORD001199,2024-05-01,14:42,Mumbai,West,RID0115,Bike,Grocery,16.14,90,80.3,-9.7,On-Time,Clear,1415.92,2,2.2,3.7,27.6802,93.2189,Mumbai,Bike,80.3,West,1900-01-01 14:42:00,14
ORD001200,2024-12-22,07:54,Delhi,East,,Cycle,Documents,15.17,45,39.6,-5.4,On-Time,Clear,1282.93,2,2.0,4.7,30.2746,89.986,Delhi,Cycle,39.6,East,1900-01-01 07:54:00,7
ORD001201,2024-09-17,11:44,Kolkata,Central,RID0095,Cycle,Apparel,12.12,60,67.8,7.8,Delayed,Clear,2690.37,1,2.3,4.3,,,Kolkata,Cycle,67.8,Central,1900-01-01 11:44:00,11
ORD001202,2024-12-19,17:05,MUMBAI,Central,RID0048,Cycle,Grocery,10.83,60,54.9 mins,-5.1,On-Time,Partly Cloudy,4482.25,1,7.9,4.2,12.9126,77.0767,Mumbai,Cycle,54.9,Central,1900-01-01 17:05:00,17
ORD001203,2024-07-03,15:13,Kolkata,North,RID0129,AUTO,Electronics,17.76,45,83.3,38.3,Delayed,Rain,475.97,1,2.5,4.9,21.0488,94.735,Kolkata,Auto,83.3,North,1900-01-01 15:13:00,15
ORD001204,2024-02-18,22:58,Lucknow,Central,RID0049,Auto,Apparel,0.85,30,25.6,-4.4,On-Time,Clear,3937.83,1,7.5,4.9,11.672,96.1588,Lucknow,Auto,25.6,Central,1900-01-01 22:58:00,22
ORD001205,2024-02-25,19:22,Pune,North,RID0010,Bike,Electronics,4.86,90,114.1,24.1,Delayed,Clear,4832.96,1,5.4,4.1,26.031,79.9317,Pune,Bike,114.1,North,1900-01-01 19:22:00,19
ORD001206,2024-12-19,13:06,Bangalore,East,RID0041,Van,Food,3.29,120,148.5,28.5,Delayed,Clear,2872.1,1,6.4,3.1,11.3597,70.2452,Bangalore,Van,148.5,East,1900-01-01 13:06:00,13
ORD001207,2024-07-27,14:02,Delhi,East,RID0025,Bike,Electronics,3.28,120,117.6,-2.4,On-Time,Partly Cloudy,4889.46,1,2.2,3.0,12.1721,89.6316,Delhi,Bike,117.6,East,1900-01-01 14:02:00,14
ORD001208,2024-04-22,11:33,Lucknow,South,RID0139,bike,Grocery,7.17,60,53.8,-6.2,On-Time,Fog,3403.01,2,1.6,4.9,28.8131,74.3169,Lucknow,Bike,53.8,South,1900-01-01 11:33:00,11
ORD001209,2024-11-10,13:14,Jaipur,Central,RID0143,auto,Apparel,12.85,60,72.3,12.3,Delayed,Partly Cloudy,4787.76,1,0.8,3.8,36.702,91.4739,Jaipur,Auto,72.3,Central,1900-01-01 13:14:00,13
ORD001210,2024-10-29,06:45,Jaipur,South,RID0057,van,Food,13.82,45,31.4,-13.6,On-Time,Clear,304.93,1,2.6,4.6,18.8004,82.5851,Jaipur,Van,31.4,South,1900-01-01 06:45:00,6
ORD001211,2024-09-05,21:13,Kolkata ,South,RID0137,Auto,Grocery,7.67,60,98.8,38.8,Delayed,Clear,3255.53,1,2.7,4.2,15.7881,69.7002,Kolkata,Auto,98.8,South,1900-01-01 21:13:00,21
ORD001212,2024-05-22,15:14,delhi,East,RID0071,Bike,Grocery,7.64,60,62.2,2.2,On-Time,Partly Cloudy,3355.58,1,2.3,4.2,34.8883,81.9748,Delhi,Bike,62.2,East,1900-01-01 15:14:00,15
ORD001213,2024-12-16,18:19,Lucknow,North,RID0111,van,Food,3.88,90,116.4,26.4,Delayed,Partly Cloudy,254.48,2,5.9,4.9,34.7014,86.3135,Lucknow,Van,116.4,North,1900-01-01 18:19:00,18
ORD001214,2024-04-29,13:01,Mumbai,North,RID0067,BIKE,Documents,4.0,60,57.6,-2.4,On-Time,Fog,3429.63,2,6.2,4.0,23.8641,86.319,Mumbai,Bike,57.6,North,1900-01-01 13:01:00,13
ORD001215,2024-04-07,15:13,Ahmedabad,Central,RID0111,cycle,Food,9.72,45,50.1,5.1,Delayed,Clear,374.67,2,4.7,5.0,16.6156,90.9965,Ahmedabad,Cycle,50.1,Central,1900-01-01 15:13:00,15
ORD001216,2024-01-13,16:58,Pune,East,RID0016,auto,Medicine,16.01,30,40.9,10.9,Delayed,Partly Cloudy,3935.03,1,0.8,4.6,,,Pune,Auto,40.9,East,1900-01-01 16:58:00,16
ORD001217,2024-06-22,06:37,chennai,North,RID0067,bike,Apparel,0.59,60,74.4,14.4,Delayed,Fog,756.91,1,1.0,4.8,32.8051,75.2399,Chennai,Bike,74.4,North,1900-01-01 06:37:00,6
ORD001218,2024-11-18,09:28,Lucknow,West,RID0017,bike,Documents,12.61,90,104.5,14.5,Delayed,Clear,1246.04,1,5.8,3.6,31.6837,81.007,Lucknow,Bike,104.5,West,1900-01-01 09:28:00,9
ORD001219,2024-02-24,11:28,Kolkata ,North,RID0077,BIKE,Medicine,7.91,45,57.7,12.7,Delayed,Clear,3412.61,2,0.6,3.9,31.4778,70.128,Kolkata,Bike,57.7,North,1900-01-01 11:28:00,11
ORD001220,2024-10-02,21:15,Jaipur,North,RID0031,Bike,Documents,16.43,90,143.4,53.4,Delayed,Fog,1960.11,1,2.8,3.6,11.4482,94.7739,Jaipur,Bike,143.4,North,1900-01-01 21:15:00,21
ORD001221,2024-12-04,15:05,Bangalore,East,RID0049,Bike,Grocery,8.06,45,27.7,-17.3,On-Time,Clear,1610.29,1,3.6,3.5,29.0225,85.2897,Bangalore,Bike,27.7,East,1900-01-01 15:05:00,15
ORD001222,2024-04-24,15:08,Hyderabad,North,RID0075,cycle,Apparel,9.14,60,76.8,16.8,Delayed,Partly Cloudy,1628.44,1,6.9,3.9,14.4109,84.8783,Hyderabad,Cycle,76.8,North,1900-01-01 15:08:00,15
ORD001223,2024-12-10,09:34,delhi,East,RID0043,Cycle,Electronics,15.08,30,74.6,44.6,Delayed,Rain,1005.41,1,5.8,4.3,24.4195,84.9931,Delhi,Cycle,74.6,East,1900-01-01 09:34:00,9
ORD001224,2024-02-25,19:08,Kolkata,West,RID0005,van,Electronics,0.7,45,69.0,24.0,Delayed,Partly Cloudy,269.25,2,3.5,4.8,,,Kolkata,Van,69.0,West,1900-01-01 19:08:00,19
ORD001225,2024-10-27,10:48,Pune,East,RID0054,Bike,Medicine,12.4,90,84.5,-5.5,On-Time,Partly Cloudy,4913.83,1,0.7,4.6,11.4152,96.5213,Pune,Bike,84.5,East,1900-01-01 10:48:00,10
ORD001226,2024-11-20,09:28,Jaipur,Central,RID0142,AUTO,Electronics,16.34,90,127.8,37.8,Delayed,Rain,3936.95,1,3.5,4.9,25.7251,75.802,Jaipur,Auto,127.8,Central,1900-01-01 09:28:00,9
ORD001227,2024-04-24,08:49,Jaipur,South,RID0089,bike,Documents,5.77,60,96.7,36.7,Delayed,Rain,840.23,1,4.3,3.2,31.5755,79.2102,Jaipur,Bike,96.7,South,1900-01-01 08:49:00,8
ORD001228,2024-10-03,21:41,Mumbai,North,RID0030,Auto,Apparel,2.62,45,44.2,-0.8,On-Time,Clear,4327.37,1,7.7,3.8,27.5028,82.385,Mumbai,Auto,44.2,North,1900-01-01 21:41:00,21
ORD001229,2024-05-12,16:17,Hyderabad,North,RID0041,Bike,Electronics,5.06,60,57.1,-2.9,On-Time,Rain,615.46,1,1.3,4.3,17.8276,94.8813,Hyderabad,Bike,57.1,North,1900-01-01 16:17:00,16
ORD001230,2024-04-09,20:59,Jaipur,West,RID0073,auto,Apparel,9.83,45,75.3,30.3,Delayed,Clear,2649.18,1,4.8,4.8,19.0617,71.4537,Jaipur,Auto,75.3,West,1900-01-01 20:59:00,20
ORD001231,2024-11-26,15:29,Jaipur,,RID0148,BIKE,Food,5.82,45,53.2,8.2,Delayed,Clear,2659.26,1,4.2,3.3,29.5696,86.2645,Jaipur,Bike,53.2,,1900-01-01 15:29:00,15
ORD001232,2024-04-09,16:31,chennai,West,RID0035,van,Documents,16.27,90,113.0,23.0,Delayed,Fog,727.55,2,6.5,3.4,23.6456,73.3713,Chennai,Van,113.0,West,1900-01-01 16:31:00,16
ORD001233,2024-02-10,16:42,Mumbai,North,RID0068,auto,Medicine,9.68,60,101.9,41.9,Delayed,Rain,2591.44,1,0.7,3.6,20.7266,88.593,Mumbai,Auto,101.9,North,1900-01-01 16:42:00,16
ORD001234,2024-12-22,15:54,Bangalore,South,RID0043,Auto,Food,4.09,90,89.1,-0.9,On-Time,Clear,608.87,1,1.4,3.1,,,Bangalore,Auto,89.1,South,1900-01-01 15:54:00,15
ORD001235,2024-07-31,18:05, Ahmedabad,West,RID0126,Van,Medicine,11.41,120,167.2,47.2,Delayed,Clear,3430.56,1,3.6,4.3,17.5414,70.6428,Ahmedabad,Van,167.2,West,1900-01-01 18:05:00,18
ORD001236,2024-12-16,18:19,Lucknow,North,RID0111,van,Food,3.88,90,116.4,26.4,Delayed,Partly Cloudy,254.48,2,5.9,4.9,34.7014,86.3135,Lucknow,Van,116.4,North,1900-01-01 18:19:00,18
ORD001237,2024-10-08,09:03,Chennai,South,RID0086,AUTO,Apparel,14.67,90,111.4,21.4,Delayed,Partly Cloudy,4098.23,1,5.1,4.3,16.2543,80.4388,Chennai,Auto,111.4,South,1900-01-01 09:03:00,9
ORD001238,2024-05-17,08:13,Delhi,West,RID0107,bike,Grocery,14.78,90,139.0,49.0,Delayed,Fog,4368.66,1,6.4,4.3,9.3216,93.3492,Delhi,Bike,139.0,West,1900-01-01 08:13:00,8
ORD001239,2024-01-02,06:42,Ahmedabad,Central,RID0026,auto,Medicine,3.31,60,76.1,16.1,Delayed,Clear,3276.28,1,5.2,4.2,9.6143,90.6688,Ahmedabad,Auto,76.1,Central,1900-01-01 06:42:00,6
ORD001240,2024-01-19,14:34,Jaipur,North,RID0091,Bike,Documents,5.95,60,94.9,34.9,Delayed,Fog,2118.07,1,1.3,3.3,23.0509,95.1649,Jaipur,Bike,94.9,North,1900-01-01 14:34:00,14
ORD001241,2024-08-15,20:15,Lucknow,East,RID0147,AUTO,Medicine,17.53,45,42.7,-2.3,On-Time,Clear,4260.39,2,2.7,4.3,10.3294,75.2361,Lucknow,Auto,42.7,East,1900-01-01 20:15:00,20
ORD001242,2024-03-06,11:49,Kolkata,North,RID0127,BIKE,Medicine,4.08,90,82.4,-7.6,On-Time,Clear,1259.62,1,4.8,3.2,,,Kolkata,Bike,82.4,North,1900-01-01 11:49:00,11
ORD001243,2024-12-26,18:37,delhi,West,RID0104,auto,Apparel,1.24,30,46.1,16.1,Delayed,Partly Cloudy,831.11,1,4.9,3.7,9.21,76.3562,Delhi,Auto,46.1,West,1900-01-01 18:37:00,18
ORD001244,2024-07-05,07:52,delhi,Central,RID0091,BIKE,Electronics,15.72,30,49.9,19.9,Delayed,Clear,3386.04,2,3.2,3.7,28.595,80.0694,Delhi,Bike,49.9,Central,1900-01-01 07:52:00,7
ORD001245,2024-11-23,09:01,Hyderabad,South,RID0149,cycle,Apparel,13.48,45,46.2,1.2,On-Time,Clear,4278.39,1,4.4,4.7,14.2481,90.8436,Hyderabad,Cycle,46.2,South,1900-01-01 09:01:00,9
ORD001246,2024-04-23,13:43,Lucknow,South,RID0001,Bike,Electronics,1.77,60,76.2,16.2,Delayed,Partly Cloudy,1748.72,1,7.5,3.8,27.4687,93.0079,Lucknow,Bike,76.2,South,1900-01-01 13:43:00,13
ORD001247,2024-03-12,11:20,Kolkata,East,RID0144,Bike,Apparel,16.9,120,135.5,15.5,Delayed,Clear,4309.13,1,1.3,3.4,,,Kolkata,Bike,135.5,East,1900-01-01 11:20:00,11
ORD001248,2024-08-15,21:10,Kolkata,Central,RID0121,Van,Food,1.08,60,42.4,-17.6,On-Time,Clear,1851.4,1,3.7,4.7,16.1013,80.586,Kolkata,Van,42.4,Central,1900-01-01 21:10:00,21
ORD001249,2024-04-05,14:17,Kolkata,East,RID0118,BIKE,Food,6.25,60,51.8,-8.2,On-Time,Partly Cloudy,4755.91,1,5.9,4.9,36.9394,90.4179,Kolkata,Bike,51.8,East,1900-01-01 14:17:00,14
ORD001250,2024-03-08,21:15,Ahmedabad,South,RID0120,Van,Food,10.35,45,40.0,-5.0,On-Time,Clear,1051.33,1,1.7,3.1,27.2125,86.2727,Ahmedabad,Van,40.0,South,1900-01-01 21:15:00,21
ORD001251,2024-07-12,17:34,Kolkata,South,RID0084,van,Medicine,6.73,60,136.1,76.1,Delayed,Rain,4941.03,3,0.3,3.1,,,Kolkata,Van,136.1,South,1900-01-01 17:34:00,17
ORD001252,2024-12-19,20:22,Jaipur,West,RID0118,bike,Food,4.35,45,35.4,-9.6,On-Time,Clear,3047.98,1,6.7,3.7,28.1181,84.8521,Jaipur,Bike,35.4,West,1900-01-01 20:22:00,20
ORD001253,2024-03-19,12:44,Mumbai,South,RID0024,Bike,Documents,14.27,60,62.2,2.2,On-Time,Clear,1440.64,1,7.0,3.0,12.9512,86.9908,Mumbai,Bike,62.2,South,1900-01-01 12:44:00,12
ORD001254,2024-11-20,15:15,Ahmedabad,East,RID0145,Bike,Documents,10.85,45,87.9,42.9,Delayed,Rain,1250.57,1,4.2,4.8,12.7119,96.8767,Ahmedabad,Bike,87.9,East,1900-01-01 15:15:00,15
ORD001255,2024-11-15,09:08,Pune,Central,RID0041,cycle,Apparel,7.02,45,82.3,37.3,Delayed,Rain,2601.65,2,2.1,4.4,33.967,82.8571,Pune,Cycle,82.3,Central,1900-01-01 09:08:00,9
ORD001256,2024-04-11,18:23,Jaipur,North,RID0111,Auto,Grocery,3.49,30,72.7,42.7,Delayed,Clear,1263.51,1,2.6,3.9,31.4799,90.2083,Jaipur,Auto,72.7,North,1900-01-01 18:23:00,18
ORD001257,2024-09-19,14:56,Pune,South,RID0015,auto,Documents,3.52,90,103.3,13.3,Delayed,Clear,4810.64,1,5.1,3.6,12.1136,68.2951,Pune,Auto,103.3,South,1900-01-01 14:56:00,14
ORD001258,2024-03-29,22:07,Lucknow,North,,auto,Grocery,1.75,90,128.4,38.4,Delayed,Rain,947.23,1,2.4,4.8,29.4541,85.6681,Lucknow,Auto,128.4,North,1900-01-01 22:07:00,22
ORD001259,2024-07-04,14:11,Mumbai,South,RID0125,cycle,Grocery,11.61,60,75.9,15.9,Delayed,Rain,3915.0,1,6.8,3.8,12.1097,77.1692,Mumbai,Cycle,75.9,South,1900-01-01 14:11:00,14
ORD001260,2024-05-08,20:54,Pune,North,RID0056,AUTO,Grocery,15.9,45,34.9,-10.1,On-Time,Clear,428.14,1,5.1,3.1,15.8541,90.9711,Pune,Auto,34.9,North,1900-01-01 20:54:00,20
ORD001261,2024-11-04,06:57,Delhi,South,RID0096,Cycle,Food,10.33,60,57.8,-2.2,On-Time,Rain,3850.35,1,3.4,4.8,12.5701,83.528,Delhi,Cycle,57.8,South,1900-01-01 06:57:00,6
ORD001262,2024-01-28,09:21,Chennai,North,,bike,Apparel,15.09,45,63.9,18.9,Delayed,Clear,806.61,2,5.0,3.1,33.9814,77.3288,Chennai,Bike,63.9,North,1900-01-01 09:21:00,9
ORD001263,2024-04-15,14:41,Hyderabad,North,RID0020,Bike,Apparel,2.23,60,52.9,-7.1,On-Time,Clear,3395.13,1,2.6,4.3,32.1199,86.0329,Hyderabad,Bike,52.9,North,1900-01-01 14:41:00,14
ORD001264,2024-06-09,07:03,Bangalore,North,RID0039,BIKE,Apparel,5.02,90,92.5,2.5,On-Time,Partly Cloudy,2740.5,1,1.2,5.0,27.34,80.6867,Bangalore,Bike,92.5,North,1900-01-01 07:03:00,7
ORD001265,2024-02-09,10:33,Bangalore,Central,RID0089,Auto,Electronics,4.25,90,106.9,16.9,Delayed,Clear,2188.91,2,7.8,4.1,10.8673,79.3809,Bangalore,Auto,106.9,Central,1900-01-01 10:33:00,10
ORD001266,2024-12-23,13:39,Hydrabad,South,RID0142,cycle,Electronics,14.32,45,63.2,18.2,Delayed,Rain,4182.59,3,3.2,4.3,29.5141,92.4908,Hyderabad,Cycle,63.2,South,1900-01-01 13:39:00,13
ORD001267,2024-04-12,15:20,Jaipur,North,RID0038,auto,Electronics,16.55,45,52.3,7.3,Delayed,Rain,247.2,1,5.6,4.6,31.0501,72.5167,Jaipur,Auto,52.3,North,1900-01-01 15:20:00,15
ORD001268,2024-08-26,15:49,Chennai,South,RID0044,Auto,Documents,15.12,90,83.8,-6.2,On-Time,Clear,4386.39,1,3.6,4.6,15.8943,89.4186,Chennai,Auto,83.8,South,1900-01-01 15:49:00,15
ORD001269,2024-01-30,13:56,Hyderabad,South,RID0125,AUTO,Electronics,2.26,90,87.3,-2.7,On-Time,Clear,403.62,1,6.8,3.1,8.9088,92.0358,Hyderabad,Auto,87.3,South,1900-01-01 13:56:00,13
ORD001270,2024-11-30,17:44,delhi,Central,RID0102,Auto,Documents,14.09,45,93.5,48.5,Delayed,Clear,1808.91,1,3.8,3.3,24.3529,76.376,Delhi,Auto,93.5,Central,1900-01-01 17:44:00,17
ORD001271,2024-04-26,10:19,Pune,South,RID0096,Bike,Grocery,17.82,60,44.3,-15.7,On-Time,Clear,1958.46,1,4.3,4.2,29.9766,71.0585,Pune,Bike,44.3,South,1900-01-01 10:19:00,10
ORD001272,2024-12-05,10:15,Pune,West,RID0135,Van,Food,8.01,45,81.4,36.4,Delayed,Clear,1788.48,1,1.1,3.9,30.3776,68.642,Pune,Van,81.4,West,1900-01-01 10:15:00,10
ORD001273,2024-06-21,18:46,MUMBAI,North,RID0087,Auto,Food,13.23,45,31.5,-13.5,On-Time,Partly Cloudy,2982.59,1,3.3,4.7,33.809,80.4683,Mumbai,Auto,31.5,North,1900-01-01 18:46:00,18
ORD001274,2024-07-05,07:57,Ahmedabad,Central,RID0082,cycle,Medicine,11.31,30,19.8,-10.2,On-Time,Clear,4083.59,1,3.4,4.2,35.6302,81.4876,Ahmedabad,Cycle,19.8,Central,1900-01-01 07:57:00,7
ORD001275,2024-06-09,18:39, Ahmedabad,Central,RID0068,Bike,Apparel,6.95,120,163.1,43.1,Delayed,Clear,4437.34,1,8.0,4.5,21.4344,83.366,Ahmedabad,Bike,163.1,Central,1900-01-01 18:39:00,18
ORD001276,2024-01-19,10:32,Mumbai,West,RID0048,Auto,Food,15.77,60,57.4,-2.6,On-Time,Partly Cloudy,2112.51,1,3.3,3.7,31.2415,94.4519,Mumbai,Auto,57.4,West,1900-01-01 10:32:00,10
ORD001277,2024-08-19,14:13,Hydrabad,South,RID0059,BIKE,Documents,11.47,60,42.0,-18.0,On-Time,Clear,4318.97,1,0.6,3.2,20.0171,91.8567,Hyderabad,Bike,42.0,South,1900-01-01 14:13:00,14
ORD001278,2024-06-16,06:55,Bangalore,North,RID0101,Bike,Grocery,13.3,60,65.0,5.0,Delayed,Partly Cloudy,1627.58,1,4.2,4.6,20.4171,88.4903,Bangalore,Bike,65.0,North,1900-01-01 06:55:00,6
ORD001279,2024-07-14,12:09,Mumbai,West,RID0141,BIKE,Medicine,7.46,60,52.3,-7.7,On-Time,Clear,3707.05,1,6.5,3.1,15.5216,96.4437,Mumbai,Bike,52.3,West,1900-01-01 12:09:00,12
ORD001280,2024-10-22,13:42,Ahmedabad,South,RID0128,bike,Electronics,12.89,60,66.6,6.6,Delayed,Clear,4567.67,1,5.5,4.9,35.7356,95.4563,Ahmedabad,Bike,66.6,South,1900-01-01 13:42:00,13
ORD001281,2024-03-02,08:10,Lucknow,North,RID0078,cycle,Documents,14.43,60,101.0,41.0,Delayed,Rain,4174.31,1,7.7,3.8,27.2052,69.3125,Lucknow,Cycle,101.0,North,1900-01-01 08:10:00,8
ORD001282,2024-06-16,16:28,Lucknow,Central,RID0010,cycle,Medicine,7.53,30,35.5,5.5,Delayed,Partly Cloudy,379.93,1,7.7,4.2,22.7255,90.7779,Lucknow,Cycle,35.5,Central,1900-01-01 16:28:00,16
ORD001283,2024-10-03,15:01,Lucknow,East,,BIKE,Electronics,7.55,60,75.9,15.9,Delayed,Clear,983.73,1,5.1,3.2,14.5355,72.2665,Lucknow,Bike,75.9,East,1900-01-01 15:01:00,15
ORD001284,2024-12-06,11:24,Hyderabad,West,RID0040,BIKE,Electronics,8.07,60,28.7,-31.3,On-Time,Clear,1455.97,1,5.2,4.4,12.6243,81.294,Hyderabad,Bike,28.7,West,1900-01-01 11:24:00,11
ORD001285,2024-01-04,11:44,Mumbai,Central,RID0077,van,Apparel,10.4,60,48.8,-11.2,On-Time,Clear,2060.08,2,6.9,3.1,23.9274,77.0533,Mumbai,Van,48.8,Central,1900-01-01 11:44:00,11
ORD001286,2024-07-04,09:43,Jaipur,South,RID0113,AUTO,Grocery,3.18,30,76.2,46.2,Delayed,Fog,93.97,1,4.1,3.1,28.144,82.7122,Jaipur,Auto,76.2,South,1900-01-01 09:43:00,9
ORD001287,2024-10-10,17:29,Delhi,North,RID0052,Bike,Medicine,10.81,45,62.3,17.3,Delayed,Clear,773.8,3,4.3,3.6,19.2654,77.8857,Delhi,Bike,62.3,North,1900-01-01 17:29:00,17
ORD001288,2024-08-03,21:06,Jaipur,East,RID0103,bike,Apparel,6.3,60,67.6,7.6,Delayed,Partly Cloudy,1271.9,1,5.9,3.2,16.2783,71.0241,Jaipur,Bike,67.6,East,1900-01-01 21:06:00,21
ORD001289,2024-08-29,07:18,Kolkata,North,RID0084,Auto,Food,485.78,30,33.4,3.4,On-Time,Clear,3823.12,1,1.1,3.3,28.8738,92.1725,Kolkata,Auto,33.4,North,1900-01-01 07:18:00,7
ORD001290,2024-03-26,15:57,Hyderabad,North,RID0058,Bike,Apparel,8.11,90,84.1,-5.9,On-Time,Clear,2770.14,1,5.7,4.1,30.8069,95.797,Hyderabad,Bike,84.1,North,1900-01-01 15:57:00,15
ORD001291,2024-06-15,21:29,Jaipur,West,RID0093,bike,Apparel,3.35,60,69.8,9.8,Delayed,Rain,1711.75,1,1.2,3.9,27.2223,90.1468,Jaipur,Bike,69.8,West,1900-01-01 21:29:00,21
ORD001292,2024-06-03,10:42,Chennai,North,RID0008,BIKE,Grocery,2.0,45,65.9,20.9,Delayed,Clear,600.74,1,7.9,4.0,11.3486,85.3328,Chennai,Bike,65.9,North,1900-01-01 10:42:00,10
ORD001293,2024-05-04,14:13,Mumbai,Central,RID0061,bike,Documents,7.05,60,56.5,-3.5,On-Time,Clear,2714.73,1,5.8,3.7,30.4461,79.0387,Mumbai,Bike,56.5,Central,1900-01-01 14:13:00,14
ORD001294,2024-07-29,06:15,Ahmedabad,Central,RID0136,AUTO,Apparel,14.68,120,126.4,6.4,Delayed,Clear,1898.67,1,1.8,4.6,33.5552,84.6737,Ahmedabad,Auto,126.4,Central,1900-01-01 06:15:00,6
ORD001295,2024-03-11,19:12,Pune,North,RID0010,cycle,Electronics,5.28,60,65.8 mins,5.8,Delayed,Clear,164.34,1,4.1,4.8,34.1351,85.2434,Pune,Cycle,65.8,North,1900-01-01 19:12:00,19
ORD001296,2024-03-15,10:34,Delhi,North,RID0040,cycle,Apparel,12.71,45,45.5,0.5,On-Time,Clear,2149.57,3,7.5,5.0,,,Delhi,Cycle,45.5,North,1900-01-01 10:34:00,10
ORD001297,2024-10-14,17:14,Lucknow,West,RID0064,van,Grocery,4.25,60,148.1,88.1,Delayed,Rain,1383.37,1,0.2,4.2,,,Lucknow,Van,148.1,West,1900-01-01 17:14:00,17
ORD001298,2024-06-18,09:30,Pune,East,RID0017,auto,Grocery,4.27,30,60.6,30.6,Delayed,Rain,-1.0,2,2.6,4.2,11.3876,83.6985,Pune,Auto,60.6,East,1900-01-01 09:30:00,9
ORD001299,2024-03-02,19:44,Kolkata ,West,RID0057,BIKE,Medicine,0.82,30,95.8,65.8,Delayed,Rain,3650.81,1,6.3,4.2,11.7669,89.3907,Kolkata,Bike,95.8,West,1900-01-01 19:44:00,19
ORD001300,2024-11-18,13:04,Pune,Central,RID0086,van,Food,15.53,45,52.2,7.2,Delayed,Partly Cloudy,4103.33,1,7.1,5.0,32.3188,80.6623,Pune,Van,52.2,Central,1900-01-01 13:04:00,13
ORD001301,2024-10-11,17:07,Chennai,West,RID0082,Cycle,Medicine,6.98,60,75.8,15.8,Delayed,Clear,3024.17,1,2.1,4.1,16.4781,68.935,Chennai,Cycle,75.8,West,1900-01-01 17:07:00,17
ORD001302,2024-01-31,11:28,Pune,North,,bike,Apparel,14.67,45,59.7,14.7,Delayed,Clear,2780.94,2,0.7,4.2,25.6773,78.3704,Pune,Bike,59.7,North,1900-01-01 11:28:00,11
ORD001303,2024-05-16,18:17, Ahmedabad,West,RID0076,van,Food,16.51,60,116.7,56.7,Delayed,Rain,2735.64,1,3.4,3.5,31.3898,74.0746,Ahmedabad,Van,116.7,West,1900-01-01 18:17:00,18
ORD001304,2024-10-20,10:10,Pune,South,,BIKE,Food,12.71,90,116.5,26.5,Delayed,Partly Cloudy,2083.01,1,4.4,3.8,26.5485,82.7242,Pune,Bike,116.5,South,1900-01-01 10:10:00,10
ORD001305,2024-01-15,08:02,Delhi,Central,RID0136,Bike,Food,1.75,90,94.8,4.8,On-Time,Clear,3661.55,1,5.8,4.3,21.9178,93.832,Delhi,Bike,94.8,Central,1900-01-01 08:02:00,8
ORD001306,2024-06-15,11:51,Bangalore,East,RID0028,Cycle,Grocery,3.41,45,49.5,4.5,On-Time,Clear,3432.64,1,5.4,4.5,32.0533,89.3283,Bangalore,Cycle,49.5,East,1900-01-01 11:51:00,11
ORD001307,2024-01-31,18:32,Jaipur,Central,RID0145,bike,Food,3.64,30,38.5,8.5,Delayed,Clear,4919.12,1,2.0,3.1,32.4305,89.4083,Jaipur,Bike,38.5,Central,1900-01-01 18:32:00,18
ORD001308,2024-03-10,08:28,MUMBAI,East,RID0046,Van,Grocery,10.46,60,102.4,42.4,Delayed,Rain,3415.39,1,0.5,3.8,25.9246,88.7725,Mumbai,Van,102.4,East,1900-01-01 08:28:00,8
ORD001309,2024-03-17,22:48, Ahmedabad,South,RID0110,Bike,Electronics,17.64,90,106.7,16.7,Delayed,Rain,1519.61,1,3.9,4.2,,,Ahmedabad,Bike,106.7,South,1900-01-01 22:48:00,22
ORD001310,2024-12-17,06:19,Lucknow,West,RID0135,Auto,Food,10.06,45,35.8,-9.2,On-Time,Rain,2844.63,1,0.2,3.5,33.2395,69.1637,Lucknow,Auto,35.8,West,1900-01-01 06:19:00,6
ORD001311,2024-02-02,18:13,MUMBAI,South,RID0117,cycle,Apparel,15.81,90,79.4,-10.6,On-Time,Clear,3210.47,1,7.8,4.3,12.8894,83.3885,Mumbai,Cycle,79.4,South,1900-01-01 18:13:00,18
ORD001312,2024-11-13,18:51,Mumbai,West,RID0116,BIKE,Food,1.25,60,128.4,68.4,Delayed,Rain,1734.64,1,2.7,4.5,20.9989,89.7212,Mumbai,Bike,128.4,West,1900-01-01 18:51:00,18
ORD001313,2024-12-05,10:31,Chennai,West,RID0146,AUTO,Grocery,9.1,30,83.1,53.1,Delayed,Rain,2577.81,1,6.8,4.9,28.2682,69.4782,Chennai,Auto,83.1,West,1900-01-01 10:31:00,10
ORD001314,2024-07-16,16:11,Bangaluru,West,RID0094,bike,Food,16.3,45,60.4,15.4,Delayed,Rain,3469.5,1,6.1,4.0,25.3954,77.4968,Bangalore,Bike,60.4,West,1900-01-01 16:11:00,16
